StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q4,Q5,Q6,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q1,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q12
2023-03-01 05:31:05,2023-03-01 05:33:53,IP Address,146.169.170.105,100,167,True,2023-03-01 05:33:53,R_1ewVyfgPtPFYL78,,,,,51.5042,-0.2199,anonymous,EN,Year 3,None at all,Slightly confident,A lot,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Very important,Extremely important,Extremely important,Extremely important,Moderately important,Very important,Extremely important,,A moderate amount,A moderate amount,A great deal,A great deal,A great deal,A great deal,By yourself,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,
2023-03-01 05:31:20,2023-03-01 05:38:57,IP Address,146.169.137.22,100,456,True,2023-03-01 05:38:58,R_1obPlEO8zHYwSfl,,,,,51.5043,-0.2211,anonymous,EN,Year 3,None at all,Slightly confident,A moderate amount,Very important,Slightly important,Slightly important,Extremely important,Very important,Very important,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Extremely important,"How to write “good” code, like give us tips to keep things neat and efficient ",A great deal,None at all,A great deal,A great deal,A great deal,A great deal,"In pairs,In groups","In person makes me more switched on ",Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,"In person programming labs/workshop. I remember in first year joao was quite short with people when they had questions that were obviously because they weren’t paying attention. That’s going to happen if it’s all remote because it’s not very stimulating, I think in person would switch people on more and they will ask more insightful questions and then hopefully demonstrators will have more patience. My first coding experiences was so scary and intimidating it put me off for my whole degree and I’m only just understanding it’s soemthing I can’t avoid. I feel like if I had a better introduction I’d be less intimidated - there should be emphasis or maybe a seperate class for people who have never coded before who need more patience and empathy. Being treated like a computer didn’t make me feel good at all "
2023-03-01 05:37:16,2023-03-01 05:41:05,IP Address,146.169.170.28,100,229,True,2023-03-01 05:41:06,R_12attGhXx6iEJvS,,,,,51.5042,-0.2199,anonymous,EN,Year 2,Beginner,Slightly confident,A lot,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Moderately important,Extremely important,Extremely important,Moderately important,Extremely important,,A lot,A great deal,A lot,A great deal,A great deal,A great deal,In pairs,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,
2023-03-01 05:44:26,2023-03-01 05:46:07,IP Address,148.252.132.243,100,100,True,2023-03-01 05:46:07,R_OwWkaOCXZ5QB0pX,,,,,55.9552,-3.2,anonymous,EN,Year 3,Beginner,Moderately confident,A lot,Moderately important,Slightly important,Slightly important,Extremely important,Very important,Moderately important,Extremely important,Extremely important,Moderately important,Moderately important,Moderately important,Slightly important,,A great deal,A great deal,A lot,A great deal,A lot,A great deal,In pairs,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,
2023-03-01 05:41:37,2023-03-01 05:47:01,IP Address,81.104.115.200,100,323,True,2023-03-01 05:47:01,R_2uWpGv8HndDZ5QB,,,,,51.5042,-0.2199,anonymous,EN,Year 2,None at all,Moderately confident,A moderate amount,Moderately important,Extremely important,Very important,Very important,Very important,Moderately important,Extremely important,Very important,Very important,Very important,Extremely important,Extremely important,,A lot,A lot,A lot,A lot,A lot,A lot,By yourself,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,
2023-03-01 05:46:24,2023-03-01 05:47:43,IP Address,155.198.230.129,100,79,True,2023-03-01 05:47:43,R_2X5MP4Km8fxqOpu,,,,,51.575,0.4173,anonymous,EN,Year 3,Beginner,Extremely confident,A great deal,Very important,Extremely important,Very important,Very important,Very important,Very important,Very important,Extremely important,Extremely important,Very important,Moderately important,Very important,,A great deal,A moderate amount,A great deal,A lot,A great deal,A great deal,By yourself,,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,
2023-02-22 05:55:06,2023-02-22 05:55:26,IP Address,84.67.76.209,33,19,False,2023-03-01 05:55:32,R_1DoSg52oYEXcTLx,,,,,,,anonymous,EN,Year 3,None at all,Moderately confident,A little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 05:55:15,2023-03-01 06:02:54,IP Address,146.169.147.159,100,459,True,2023-03-01 06:02:55,R_yBJi54jfLSGU0BH,,,,,51.5064,-0.02,anonymous,EN,Year 4,None at all,Moderately confident,A little,Very important,Slightly important,Slightly important,Slightly important,Moderately important,Very important,Very important,Moderately important,Very important,Slightly important,Very important,Very important,,A lot,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,"By yourself,In pairs",,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,
2023-03-01 06:03:32,2023-03-01 06:05:07,IP Address,86.9.223.96,100,94,True,2023-03-01 06:05:07,R_3QF9x3kwm2A6HXe,,,,,51.5032,-0.204,anonymous,EN,Year 3,None at all,Slightly confident,A moderate amount,Extremely important,Moderately important,Not at all important,Moderately important,Extremely important,Not at all important,Not at all important,Very important,Extremely important,Extremely important,Not at all important,Extremely important,,A great deal,A moderate amount,None at all,A great deal,A great deal,A moderate amount,By yourself,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2023-03-01 06:02:22,2023-03-01 06:11:30,IP Address,92.234.126.206,100,548,True,2023-03-01 06:11:30,R_2rGVBSx19x89uAr,,,,,51.443,-0.3295,anonymous,EN,Year 4,None at all,Moderately confident,A moderate amount,Very important,Very important,Very important,Slightly important,Slightly important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely important,Moderately important,Slightly important,"I might be wrong but I don't think class and objects were covered in the course, but I think class is one of the most important things in object oriented language like python. It might be a little hard for some people but do include it.",A lot,A little,A moderate amount,A moderate amount,A little,A great deal,By yourself,I don't have any specific activities in mind but anything that encourages students to search online and read the documentation would be great. After all there are too many packages out there and the course cannot cover them all. Students must learn for themselves how to learn a new package.,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,
2023-03-01 06:28:20,2023-03-01 06:30:00,IP Address,82.132.230.73,100,99,True,2023-03-01 06:30:01,R_2CVTR8G9pMz9mkO,,,,,51.4897,-0.1063,anonymous,EN,Year 2,None at all,Very confident,A great deal,Very important,Very important,Very important,Very important,Very important,Extremely important,Moderately important,Extremely important,Extremely important,Very important,Moderately important,Extremely important,OOP,A lot,A lot,A moderate amount,A moderate amount,A great deal,A lot,"By yourself,In pairs",,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,
2023-03-01 06:29:21,2023-03-01 06:32:15,IP Address,155.198.230.128,100,174,True,2023-03-01 06:32:16,R_1goa10zWqxxvi14,,,,,51.575,0.4173,anonymous,EN,Year 2,None at all,Not confident at all,A little,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Moderately important,Extremely important,Moderately important,Slightly important,Moderately important,Extremely important,,A little,A lot,A lot,A great deal,A great deal,A moderate amount,"By yourself,In groups",,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,
2023-02-22 06:38:23,2023-02-22 06:38:30,IP Address,146.169.239.203,17,6,False,2023-03-01 06:38:32,R_1eRUB3L170nhvd6,,,,,,,anonymous,EN,Year 2,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 06:36:18,2023-03-01 06:41:10,IP Address,148.252.141.180,100,291,True,2023-03-01 06:41:10,R_2a8EE4W2XQM8g0Z,,,,,51.4964,-0.1224,anonymous,EN,Year 3,None at all,Very confident,A great deal,Moderately important,Extremely important,Very important,Very important,Moderately important,Very important,Moderately important,Moderately important,Very important,Very important,Extremely important,Very important,,A lot,A little,A great deal,A great deal,A lot,A moderate amount,"By yourself,In pairs",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,
2023-03-01 06:45:29,2023-03-01 06:47:47,IP Address,146.169.194.15,100,137,True,2023-03-01 06:47:48,R_wTYZQSu2rATbShP,,,,,51.4957,-0.1772,anonymous,EN,Year 4,None at all,Moderately confident,A little,Extremely important,Very important,Moderately important,Very important,Moderately important,Moderately important,Extremely important,Extremely important,Moderately important,Very important,Slightly important,Very important,,A lot,A moderate amount,A lot,A lot,A lot,A lot,In pairs,,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,
2023-02-22 07:06:06,2023-02-22 07:06:50,IP Address,86.8.175.78,33,43,False,2023-03-01 07:06:53,R_ctGoltyEXx1tv0Z,,,,,,,anonymous,EN,Year 4,None at all,Moderately confident,A moderate amount,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22 07:34:19,2023-02-22 07:34:44,IP Address,2.96.204.197,33,24,False,2023-03-01 07:34:48,R_1kHvjc0fDd9F5il,,,,,,,anonymous,EN,Year 2,Beginner,Not confident at all,A little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 07:47:19,2023-03-01 07:48:47,IP Address,140.228.54.240,100,87,True,2023-03-01 07:48:48,R_2aETP8anwytpIPz,,,,,51.5128,-0.0638,anonymous,EN,Year 4,None at all,Extremely confident,A moderate amount,Extremely important,Moderately important,Extremely important,Extremely important,Slightly important,Moderately important,Extremely important,Extremely important,Extremely important,Moderately important,Not at all important,Extremely important,,A little,A lot,None at all,A moderate amount,A great deal,A moderate amount,By yourself,,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,
2023-03-01 07:58:24,2023-03-01 08:00:00,IP Address,146.169.188.119,100,96,True,2023-03-01 08:00:01,R_zdTRhFx5G6jlCFP,,,,,51.5113,-0.2714,anonymous,EN,Year 4,Beginner,Moderately confident,A moderate amount,Moderately important,Moderately important,Moderately important,Moderately important,Very important,Very important,Slightly important,Very important,Very important,Very important,Moderately important,Extremely important,,A lot,A moderate amount,A moderate amount,A lot,A lot,A moderate amount,In pairs,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,
2023-03-01 07:57:52,2023-03-01 08:02:27,IP Address,146.169.246.86,100,275,True,2023-03-01 08:02:28,R_2Etc1QYxiP8oRzq,,,,,51.4528,-0.109,anonymous,EN,Year 4,None at all,Not confident at all,None at all,Very important,Slightly important,Slightly important,Slightly important,Very important,Moderately important,Very important,Very important,Extremely important,Very important,Very important,Moderately important,,A little,A moderate amount,A lot,None at all,None at all,A little,In groups,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,
2023-03-01 08:12:03,2023-03-01 08:15:14,IP Address,152.37.69.121,100,191,True,2023-03-01 08:15:14,R_2E45GPFd0iO229N,,,,,51.4863,-0.101,anonymous,EN,Year 2,None at all,Moderately confident,A lot,Extremely important,Extremely important,Moderately important,Moderately important,Very important,Very important,Very important,Very important,Extremely important,Very important,Moderately important,Extremely important,,A moderate amount,A lot,A lot,A moderate amount,A great deal,A great deal,"By yourself,In pairs",,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,
2023-03-01 08:13:43,2023-03-01 08:16:46,IP Address,146.169.167.140,100,183,True,2023-03-01 08:16:46,R_3BEwJ3SHB6c3XwJ,,,,,51.4712,-0.9421,anonymous,EN,Year 2,None at all,Slightly confident,A moderate amount,Very important,Very important,Moderately important,Slightly important,Extremely important,Moderately important,Extremely important,Very important,Very important,Extremely important,Slightly important,Extremely important,,A lot,A moderate amount,A lot,A great deal,A great deal,A little,"In pairs,In groups","Nope ",Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,
2023-03-01 08:19:45,2023-03-01 08:24:22,IP Address,146.169.140.161,100,277,True,2023-03-01 08:24:22,R_BYB2LJ21E7RMymR,,,,,51.5074,-0.1196,anonymous,EN,Year 4,Beginner,Very confident,A lot,Moderately important,Very important,Moderately important,Very important,Very important,Extremely important,Very important,Very important,Extremely important,Very important,Moderately important,Extremely important,,A lot,A moderate amount,A little,A lot,A great deal,A lot,By yourself,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,
2023-03-01 08:45:26,2023-03-01 08:48:57,IP Address,146.169.212.47,100,211,True,2023-03-01 08:48:57,R_2S7DzhYG3jMsGma,,,,,51.4912,-0.1893,anonymous,EN,Year 3,Beginner,Not confident at all,A little,Slightly important,Slightly important,Slightly important,Moderately important,Slightly important,Moderately important,Moderately important,Very important,Moderately important,Moderately important,Extremely important,Extremely important,,A great deal,A moderate amount,A moderate amount,A moderate amount,A lot,A great deal,"By yourself,In pairs,In groups",Use python to make games (transferrable skills),Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,More interactive sessions should be made with tutors.
2023-03-01 08:53:29,2023-03-01 08:58:17,IP Address,152.37.72.28,100,288,True,2023-03-01 08:58:17,R_3RjzOiqgIJwo85R,,,,,51.5026,-0.066,anonymous,EN,Year 2,Beginner,Moderately confident,A moderate amount,Very important,Extremely important,Slightly important,Very important,Moderately important,Slightly important,Extremely important,Very important,Very important,Slightly important,Slightly important,Very important,,A lot,A moderate amount,A little,A little,A lot,A great deal,"By yourself,In pairs,In groups",,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,
2023-03-01 09:29:45,2023-03-01 09:31:55,IP Address,213.205.194.76,100,129,True,2023-03-01 09:31:56,R_eKdXImOUAG2vyW5,,,,,51.4327,-0.1693,anonymous,EN,Year 3,None at all,Slightly confident,A lot,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,By yourself,,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,
2023-02-22 10:36:12,2023-02-22 10:36:25,IP Address,146.179.86.153,17,12,False,2023-03-01 10:36:27,R_31mZRMTAUGtIS4H,,,,,,,anonymous,EN,Year 1,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 11:18:28,2023-03-01 11:22:43,IP Address,185.69.145.166,100,254,True,2023-03-01 11:22:43,R_3POkcOuaKXXrJt5,,,,,51.4964,-0.1224,anonymous,EN,Year 3,None at all,Moderately confident,A moderate amount,Very important,Very important,Very important,Very important,Very important,Moderately important,Extremely important,Extremely important,Moderately important,Moderately important,Slightly important,Very important,,A lot,A moderate amount,A moderate amount,A great deal,A great deal,A lot,"By yourself,In pairs",,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,
2023-03-01 12:27:21,2023-03-01 12:30:46,IP Address,185.3.84.12,100,204,True,2023-03-01 12:30:46,R_D2cj5qVoHYO75Kx,,,,,51.4957,-0.1772,anonymous,EN,Year 3,None at all,Slightly confident,A little,Extremely important,Very important,Moderately important,Extremely important,Extremely important,Moderately important,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Very important,Where to go to for help/how to write code independently to solve problems,A great deal,A great deal,A moderate amount,A lot,A great deal,A great deal,By yourself,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,
2023-03-01 14:42:53,2023-03-01 14:45:14,IP Address,146.179.86.146,100,140,True,2023-03-01 14:45:15,R_21ddEEHY9WGjDhv,,,,,51.4957,-0.1772,anonymous,EN,Year 4,None at all,Slightly confident,A moderate amount,Moderately important,Slightly important,Not at all important,Moderately important,Very important,Not at all important,Very important,Moderately important,Extremely important,Extremely important,Extremely important,Slightly important,,A lot,A moderate amount,A great deal,A great deal,A great deal,A great deal,"By yourself,In groups",,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,
2023-03-01 17:21:43,2023-03-01 17:24:41,IP Address,86.135.230.187,100,177,True,2023-03-01 17:24:41,R_3PYt7h1VkPCPYCn,,,,,51.477,-0.1959,anonymous,EN,Year 2,None at all,Moderately confident,A lot,Very important,Very important,Slightly important,Moderately important,Very important,Moderately important,Very important,Slightly important,Slightly important,Slightly important,Slightly important,Moderately important,,A lot,A lot,A moderate amount,A little,A great deal,A lot,By yourself,,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,
2023-03-01 17:23:22,2023-03-01 17:25:59,IP Address,86.128.68.30,100,157,True,2023-03-01 17:25:59,R_2uyzkFRXxbY0Mq7,,,,,51.4912,-0.1893,anonymous,EN,Year 3,None at all,Slightly confident,A little,Very important,Very important,Slightly important,Slightly important,Very important,Slightly important,Moderately important,Moderately important,Very important,Very important,Very important,Very important,,A lot,A lot,A lot,A lot,A great deal,A lot,In pairs,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,
2023-03-01 17:22:46,2023-03-01 17:28:16,IP Address,31.121.192.26,100,330,True,2023-03-01 17:28:16,R_OdK7WCWDjPRhrXz,,,,,51.4957,-0.1772,anonymous,EN,Year 2,Beginner,Very confident,A lot,Moderately important,Very important,Slightly important,Slightly important,Moderately important,Very important,Very important,Very important,Very important,Moderately important,Slightly important,Moderately important,,A lot,A moderate amount,A little,A moderate amount,A lot,A lot,By yourself,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,
2023-03-01 19:27:19,2023-03-01 19:30:57,IP Address,31.205.213.133,100,217,True,2023-03-01 19:30:57,R_R32Mo6dxijGZTq1,,,,,51.489,-0.215,anonymous,EN,Year 2,Beginner,Very confident,A great deal,Extremely important,Very important,Moderately important,Moderately important,Extremely important,Moderately important,Extremely important,Slightly important,Very important,Very important,Slightly important,Extremely important,,A moderate amount,A moderate amount,A lot,A great deal,A great deal,A great deal,By yourself,,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,
2023-02-23 07:25:57,2023-02-23 08:08:34,IP Address,146.169.204.83,83,2557,False,2023-03-02 08:08:38,R_BDPms1jTo64m093,,,,,,,anonymous,EN,Year 3,None at all,Slightly confident,None at all,Slightly important,Slightly important,Slightly important,Slightly important,Moderately important,Not at all important,Moderately important,Moderately important,Moderately important,Moderately important,Moderately important,Very important,,A little,A little,A little,A moderate amount,A moderate amount,A moderate amount,"In pairs,In groups",,,,,,,
2023-03-01 06:25:35,2023-03-01 06:27:18,IP Address,31.205.25.88,58,103,False,2023-03-06 04:41:09,R_273TzwkWsvt721k,,,,,,,anonymous,EN,Year 1,None at all,Not confident at all,A little,Extremely important,Moderately important,Very important,Extremely important,Moderately important,Slightly important,Extremely important,Moderately important,Very important,Moderately important,Slightly important,Very important,,,,,,,,,,,,,,,
2023-03-01 05:31:08,2023-03-01 05:31:36,IP Address,188.66.75.147,33,27,False,2023-03-06 04:41:12,R_265f6IeEYP0qFuV,,,,,,,anonymous,EN,Year 3,None at all,Moderately confident,A moderate amount,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 05:53:08,2023-03-01 06:05:17,IP Address,86.8.175.78,33,728,False,2023-03-06 04:41:13,R_6wYR2xRRdsh1UCB,,,,,,,anonymous,EN,Year 3,None at all,Moderately confident,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 05:49:14,2023-03-01 05:50:45,IP Address,86.163.75.165,58,90,False,2023-03-06 04:41:13,R_2lzr9RMLXdWVCed,,,,,,,anonymous,EN,Year 3,Beginner,Very confident,A moderate amount,Very important,Extremely important,Slightly important,Extremely important,Moderately important,Moderately important,Extremely important,Extremely important,Moderately important,Very important,Slightly important,Extremely important,,,,,,,,,,,,,,,
2023-03-01 09:45:39,2023-03-01 09:47:41,IP Address,31.205.25.89,83,122,False,2023-03-06 04:41:13,R_ewAOHyzriHqC3Xr,,,,,,,anonymous,EN,Year 1,None at all,Not confident at all,A little,Slightly important,Not at all important,Not at all important,Not at all important,Not at all important,Moderately important,Slightly important,Moderately important,Moderately important,Moderately important,Extremely important,Moderately important,,A moderate amount,A lot,A little,A little,A moderate amount,A little,In pairs,,,,,,,
2023-03-01 11:29:07,2023-03-01 11:29:26,IP Address,146.169.192.206,33,18,False,2023-03-06 04:41:13,R_3KOcp3bqIhYQJ6j,,,,,,,anonymous,EN,Year 3,None at all,Not confident at all,A little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02 03:04:19,2023-03-02 03:04:36,IP Address,146.169.183.220,33,16,False,2023-03-06 04:41:13,R_2alWmyWFJjqfORS,,,,,,,anonymous,EN,Year 2,Beginner,Not confident at all,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
